index,Unnamed: 0,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
312,312,Radiohead,How to Disappear Completely,66,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.11348314606741575,0.2944878692518526,6,-11.644,0,0.018505707367692845,0.31726802753020295,0.8091370558375635,0.09795784645626296,0.17786808377618005,0.30021783526208307,2rtGaCAeYtmcIvuZsvgTf6,spotify:track:2rtGaCAeYtmcIvuZsvgTf6,https://api.spotify.com/v1/tracks/2rtGaCAeYtmcIvuZsvgTf6,https://api.spotify.com/v1/audio-analysis/2rtGaCAeYtmcIvuZsvgTf6,356333,4
313,313,Mecna,31/09,35,"['italian hip hop', 'italian indie pop', 'r&b italiano']",ʷʰʸ ᵃʳᵉ ᵐᵒⁿᵗʰˢ ˢᵒ ᶜᵒᵐᵐᵒⁿ ⁱⁿ ˢᵒⁿᵍ ᵗⁱᵗˡᵉˢ ˡᵐᵃᵒ,0.5943820224719101,0.6345548675261394,3,-8.127,0,0.5364925631269458,0.35742873179313217,0.00012791878172588832,0.09358960358195914,0.5904970303219756,0.804138869979578,3xFFB9874XxMTEHYCC5CJ8,spotify:track:3xFFB9874XxMTEHYCC5CJ8,https://api.spotify.com/v1/tracks/3xFFB9874XxMTEHYCC5CJ8,https://api.spotify.com/v1/audio-analysis/3xFFB9874XxMTEHYCC5CJ8,254488,4
314,314,Jaco Pastorius,(Used To Be A) Cha-Cha,13,"['electric bass', 'jazz', 'jazz funk', 'jazz fusion']",ｍｏｏｄｙ ｅａｒｇａｓｍ,0.44719101123595517,0.7299766521165364,2,-10.948,1,0.025423728813559317,0.13654485834702135,0.7573604060913705,0.07000109206071858,0.5227675315202667,0.5320422055820284,4dOl3xH1KM99NPQUYHCa6U,spotify:track:4dOl3xH1KM99NPQUYHCa6U,https://api.spotify.com/v1/tracks/4dOl3xH1KM99NPQUYHCa6U,https://api.spotify.com/v1/audio-analysis/4dOl3xH1KM99NPQUYHCa6U,414227,4
315,315,Depresión Sonora,Dónde Están mis Amigos,41,['spanish post-punk'],🌱,0.49775280898876406,0.9198050959293473,9,-5.375,1,0.07817364233829127,0.3142559747104832,0.7796954314720812,0.11433875723490225,0.7749296655204752,0.8036215112321308,0IxLVH7A2w7AJV4sD4iSXE,spotify:track:0IxLVH7A2w7AJV4sD4iSXE,https://api.spotify.com/v1/tracks/0IxLVH7A2w7AJV4sD4iSXE,https://api.spotify.com/v1/audio-analysis/0IxLVH7A2w7AJV4sD4iSXE,217147,4
316,316,"Run, Forever",The Grand Illusion,0,['pittsburgh indie'],february '22,0.47415730337078654,0.9167597198253985,7,-7.257,0,0.09252853683846418,0.0014141286783301984,0.0028020304568527918,0.27923992573987116,0.35917474210690836,0.42320626276378487,7ic6SCCPRm8d6O5LNjIJt7,spotify:track:7ic6SCCPRm8d6O5LNjIJt7,https://api.spotify.com/v1/tracks/7ic6SCCPRm8d6O5LNjIJt7,https://api.spotify.com/v1/audio-analysis/7ic6SCCPRm8d6O5LNjIJt7,247301,4
318,318,MGMT,4th Dimensional Transition,41,"['alternative dance', 'indietronica', 'modern rock', 'rock']",mancu i cani,0.35393258426966295,0.9411227286569891,9,-4.684,1,0.175025942580422,0.04216720332913765,0.9319796954314721,0.165665611007972,0.3289569657184537,0.6946630360789654,5qdCsd05UUdtAsAtET9gxV,spotify:track:5qdCsd05UUdtAsAtET9gxV,https://api.spotify.com/v1/tracks/5qdCsd05UUdtAsAtET9gxV,https://api.spotify.com/v1/audio-analysis/5qdCsd05UUdtAsAtET9gxV,238013,4
320,320,Eminem,Sing For The Moment,81,"['detroit hip hop', 'hip hop', 'rap']",𝔾𝔸𝕊,0.6764044943820225,0.8243833113389503,5,-4.164,0,0.19578000691802147,0.0017052937842364354,3.096446700507614e-06,0.02435295402424375,0.17265812232989475,0.7218311776718858,3CpoeW0cZSDzIRv5z34F87,spotify:track:3CpoeW0cZSDzIRv5z34F87,https://api.spotify.com/v1/tracks/3CpoeW0cZSDzIRv5z34F87,https://api.spotify.com/v1/audio-analysis/3CpoeW0cZSDzIRv5z34F87,339547,4
321,321,Afterhours,Strategie,32,"['italian alternative', 'italian indie pop']",mancu i cani,0.401123595505618,0.6497817480458836,0,-9.3,1,0.031995849187132476,0.035440285365096996,7.888324873096446e-05,0.06847220705471224,0.36959466499947896,0.4261946902654867,3oj1m8BVjI23EQ32PyM4TQ,spotify:track:3oj1m8BVjI23EQ32PyM4TQ,https://api.spotify.com/v1/tracks/3oj1m8BVjI23EQ32PyM4TQ,https://api.spotify.com/v1/audio-analysis/3oj1m8BVjI23EQ32PyM4TQ,243442,4
322,322,Gazzelle,Démodé,34,"['italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.6415730337078652,0.7228707745406557,7,-6.958,1,0.038222068488412315,0.391565330416622,0.0,0.10232608933056678,0.3852245493383349,0.4903880190605853,6Hvy9JPav4K9aS8Yj9IdzF,spotify:track:6Hvy9JPav4K9aS8Yj9IdzF,https://api.spotify.com/v1/tracks/6Hvy9JPav4K9aS8Yj9IdzF,https://api.spotify.com/v1/audio-analysis/6Hvy9JPav4K9aS8Yj9IdzF,195213,4
323,323,La rappresentante di lista,Diva,50,"['indie siciliano', 'italian indie pop']",august '22,0.6584269662921349,0.8457009440665922,11,-4.629,1,0.013663092355586298,0.00689606481022004,0.05512690355329949,0.008299661461177242,0.4717099093466708,0.3954799183117767,2iKj6zG6TS6yLW204Kk3qQ,spotify:track:2iKj6zG6TS6yLW204Kk3qQ,https://api.spotify.com/v1/tracks/2iKj6zG6TS6yLW204Kk3qQ,https://api.spotify.com/v1/audio-analysis/2iKj6zG6TS6yLW204Kk3qQ,211117,4
324,324,Cottonwood Firing Squad,Everything Is Horrible and Wonderful,10,['indie garage rock'],mancu i cani,0.7258426966292135,0.7644909146279566,7,-7.618,1,0.03424420615703908,0.5722884995998034,0.46091370558375633,0.039641804084307085,0.8707929561321246,0.48437712729748134,3aLjw76yIfIcENikPRl61Q,spotify:track:3aLjw76yIfIcENikPRl61Q,https://api.spotify.com/v1/tracks/3aLjw76yIfIcENikPRl61Q,https://api.spotify.com/v1/audio-analysis/3aLjw76yIfIcENikPRl61Q,158103,4
325,325,Quercia,Buio,19,"['italian emo', 'italian indie pop', 'italian post-hardcore', 'sardinia indie']",D҉E҉S҉P҉A҉I҉R҉,0.26179775280898876,0.9918789970561364,10,-4.299,1,0.175025942580422,9.00603793096188e-06,0.9187817258883249,0.17331003603800368,0.12055850786704178,0.6941729067392783,52qG18fsQJQPHV8Cxd9KEg,spotify:track:52qG18fsQJQPHV8Cxd9KEg,https://api.spotify.com/v1/tracks/52qG18fsQJQPHV8Cxd9KEg,https://api.spotify.com/v1/audio-analysis/52qG18fsQJQPHV8Cxd9KEg,170498,3
328,328,Minutemen,Viet Nam,48,"['alternative rock', 'experimental', 'experimental rock', 'hardcore punk', 'post-hardcore', 'post-punk', 'punk']",bassbassbassbassbass,0.7303370786516854,0.8781849558420465,2,-9.299,1,0.4448287789692149,0.0128498892171993,0.000931979695431472,0.10232608933056678,0.9760341773470875,0.698359428182437,21vp1orbqySVyww9ngW44w,spotify:track:21vp1orbqySVyww9ngW44w,https://api.spotify.com/v1/tracks/21vp1orbqySVyww9ngW44w,https://api.spotify.com/v1/audio-analysis/21vp1orbqySVyww9ngW44w,89667,4
330,330,Ghost Mice,Free Pizza for Life,31,"['acoustic punk', 'anti-folk', 'folk punk']",september '21,0.6595505617977528,0.4071667850979596,2,-11.229,1,0.038049117952265656,0.7208831053726417,0.0,0.13508791088784533,0.6394706679170574,0.3633287950987066,729WH8wHbNfc0DyViNBSvj,spotify:track:729WH8wHbNfc0DyViNBSvj,https://api.spotify.com/v1/tracks/729WH8wHbNfc0DyViNBSvj,https://api.spotify.com/v1/audio-analysis/729WH8wHbNfc0DyViNBSvj,233900,4
331,331,Mad Season,River Of Deceit,53,"['alternative metal', 'alternative rock', 'blues rock', 'grunge', 'rock', 'supergroup']",♥ 𝗱𝗿𝗲𝗮𝗺𝘆 ♥,0.4438202247191012,0.23764084864480764,0,-13.487,1,0.010377032168799719,0.11144441818269057,0.0003796954314720812,0.0829966146117724,0.1653641763050953,0.20777399591558882,3e2fDgC93LGc9Lbdvr6I9k,spotify:track:3e2fDgC93LGc9Lbdvr6I9k,https://api.spotify.com/v1/tracks/3e2fDgC93LGc9Lbdvr6I9k,https://api.spotify.com/v1/audio-analysis/3e2fDgC93LGc9Lbdvr6I9k,302693,4
332,332,La Municipàl,I tuoi bellissimi difetti,35,"['italian indie pop', 'puglia indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.4258426966292135,0.6101918586945487,2,-10.176,0,0.019716361120719478,0.19477787952826872,1.1167512690355329e-05,0.1132466965163263,0.5550692924872356,0.7368277739959155,71LpGm8kBl3xkURLMXLlS7,spotify:track:71LpGm8kBl3xkURLMXLlS7,https://api.spotify.com/v1/tracks/71LpGm8kBl3xkURLMXLlS7,https://api.spotify.com/v1/audio-analysis/71LpGm8kBl3xkURLMXLlS7,258480,4
333,333,Thom Yorke,The Eraser,46,"['electronica', 'glitch pop', 'indie rock', 'oxford indie']",december '22,0.6325842696629214,0.5746624708151457,4,-11.193,0,0.03631961259079903,0.8865460104572248,0.47208121827411165,0.08255979032434202,0.2403876211316036,0.41624914908100746,6VRU4oTgt7cIKhx7G8jGb7,spotify:track:6VRU4oTgt7cIKhx7G8jGb7,https://api.spotify.com/v1/tracks/6VRU4oTgt7cIKhx7G8jGb7,https://api.spotify.com/v1/audio-analysis/6VRU4oTgt7cIKhx7G8jGb7,295867,4
334,334,Axos,L’amore Ci Farà A Pezzi Ancora,33,['italian hip hop'],𝖑𝖆𝖘𝖙 𝖜𝖔𝖗𝖉𝖘,0.6741573033707866,0.5249213277839814,7,-8.444,1,0.2960913178830855,0.4277099642532583,0.0,0.43212842634050447,0.44878607898301554,0.23916950306330848,5BUoRhNlwOfyNc0qFIxTQs,spotify:track:5BUoRhNlwOfyNc0qFIxTQs,https://api.spotify.com/v1/tracks/5BUoRhNlwOfyNc0qFIxTQs,https://api.spotify.com/v1/audio-analysis/5BUoRhNlwOfyNc0qFIxTQs,148845,4
335,335,Car Seat Headrest,It's Only Sex,60,"['alternative rock', 'indie pop', 'indie rock', 'rock']",december '22,0.5876404494382023,0.5147700741041519,7,-8.069,1,0.02992044275337253,0.36947694307201095,0.46395939086294413,0.10778639292344652,0.4821298322392414,0.42244383934649415,6dtPJwNdLuyVGPWyHOI6GP,spotify:track:6dtPJwNdLuyVGPWyHOI6GP,https://api.spotify.com/v1/tracks/6dtPJwNdLuyVGPWyHOI6GP,https://api.spotify.com/v1/audio-analysis/6dtPJwNdLuyVGPWyHOI6GP,283000,4
336,336,The Smashing Pumpkins,Spaceboy - 2011 Remaster,42,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",space cowboy,0.33370786516853934,0.31276012587554564,0,-11.539,1,0.025250778277412657,0.013653103302457883,0.5908629441624365,0.09249754286338319,0.19558195269355005,0.43229407760381205,6zwQeWS3allTz2jnhjuqUN,spotify:track:6zwQeWS3allTz2jnhjuqUN,https://api.spotify.com/v1/tracks/6zwQeWS3allTz2jnhjuqUN,https://api.spotify.com/v1/audio-analysis/6zwQeWS3allTz2jnhjuqUN,267307,4
338,338,Tre Allegri Ragazzi Morti,Il mondo prima,46,"['italian alternative', 'italian indie pop', 'punk rock italiano']",october '21,0.6943820224719103,0.5990254796467364,7,-5.466,1,0.007436873054306466,0.020279619505841208,0.0,0.06410396418040842,0.5769511305616337,0.3684138869979578,12xb197EaHkkej1xhk6duA,spotify:track:12xb197EaHkkej1xhk6duA,https://api.spotify.com/v1/tracks/12xb197EaHkkej1xhk6duA,https://api.spotify.com/v1/audio-analysis/12xb197EaHkkej1xhk6duA,158667,3
339,339,Unknown Mortal Orchestra,So Good At Being in Trouble,66,"['chillwave', 'indie rock', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.8573033707865169,0.4294995431935844,0,-10.136,1,0.04790729851262538,0.03644430297167023,0.8944162436548223,0.10778639292344652,0.5988329686360321,0.3124098025867937,2lwi35A2ym3FAmSlvOGnQp,spotify:track:2lwi35A2ym3FAmSlvOGnQp,https://api.spotify.com/v1/tracks/2lwi35A2ym3FAmSlvOGnQp,https://api.spotify.com/v1/audio-analysis/2lwi35A2ym3FAmSlvOGnQp,230147,4
340,340,The Strokes,Welcome To Japan,62,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",🌱,0.7179775280898877,0.6639935031976449,2,-7.23,0,0.011241784849533032,0.002337824876377571,0.015126903553299492,0.1678497324451239,0.6530165676773991,0.4500204220558202,7bfocP7GYoLOutUYpTI8tx,spotify:track:7bfocP7GYoLOutUYpTI8tx,https://api.spotify.com/v1/tracks/7bfocP7GYoLOutUYpTI8tx,https://api.spotify.com/v1/audio-analysis/7bfocP7GYoLOutUYpTI8tx,230827,4
341,341,The Clash,Janie Jones - Remastered,54,"['classic rock', 'permanent wave', 'punk', 'rock']",𝔾𝔸𝕊,0.5898876404494382,0.8243833113389503,6,-7.83,0,0.030612244897959183,0.034536669519181086,0.0,0.13727203232499724,0.7520058351568197,0.31572498298162016,6ywRlumSQjOOkcSnJYAgHw,spotify:track:6ywRlumSQjOOkcSnJYAgHw,https://api.spotify.com/v1/tracks/6ywRlumSQjOOkcSnJYAgHw,https://api.spotify.com/v1/audio-analysis/6ywRlumSQjOOkcSnJYAgHw,128720,4
342,342,Miki Matsubara,It's so Creamy,44,['classic city pop'],ｓｈｉｂｕｙａ,0.5505617977528091,0.6355699928941224,1,-9.291,1,0.06295399515738498,0.20582207320057425,0.0005868020304568527,0.10997051436059843,0.7509638428675627,0.19245745405037434,5wxTRe4L7bdHyrF3Nm11lO,spotify:track:5wxTRe4L7bdHyrF3Nm11lO,https://api.spotify.com/v1/tracks/5wxTRe4L7bdHyrF3Nm11lO,https://api.spotify.com/v1/audio-analysis/5wxTRe4L7bdHyrF3Nm11lO,223920,4
343,343,MGMT,Congratulations,58,"['alternative dance', 'indietronica', 'modern rock', 'rock']",mancu i cani,0.7808988764044944,0.6345548675261394,7,-8.169,1,0.005188516084399859,0.44076219313871035,0.008324873096446701,0.08922136070765532,0.6634364905699697,0.45739278420694346,6kblAEj0T0312fv5QWsXzo,spotify:track:6kblAEj0T0312fv5QWsXzo,https://api.spotify.com/v1/tracks/6kblAEj0T0312fv5QWsXzo,https://api.spotify.com/v1/audio-analysis/6kblAEj0T0312fv5QWsXzo,235387,4
344,344,Avantdale Bowling Club,Friday Night @ The Liquor Store,39,"['nz hip hop', 'nz indie', 'nz jazz']",december '22,0.6213483146067416,0.6528271241498325,10,-9.094,0,0.7717052922864062,0.34839257333397305,0.0,0.18204652178661132,0.9333124934875481,0.3061810755616065,7KmP3u2uz8MJVzN7qe1PRn,spotify:track:7KmP3u2uz8MJVzN7qe1PRn,https://api.spotify.com/v1/tracks/7KmP3u2uz8MJVzN7qe1PRn,https://api.spotify.com/v1/audio-analysis/7KmP3u2uz8MJVzN7qe1PRn,200000,4
346,346,CASEMURATE,Autunno,2,['italian emo'],autumn vibes,0.5910112359550562,0.5837985991269922,4,-6.307,0,0.10186786579038395,0.8514053942271617,0.0,0.1503767609479087,0.34667083463582365,0.15031313818924436,5KLaBMZ7vUZmlfWJbRxFC0,spotify:track:5KLaBMZ7vUZmlfWJbRxFC0,https://api.spotify.com/v1/tracks/5KLaBMZ7vUZmlfWJbRxFC0,https://api.spotify.com/v1/audio-analysis/5KLaBMZ7vUZmlfWJbRxFC0,175091,4
347,347,Filmmaker,Monster Models,29,['colombian electronic'],september '21,0.6741573033707866,0.9096538422495178,1,-5.054,0,0.08976132826011762,0.26907518241468786,0.0007807106598984771,0.6297914164027519,0.4862978013962696,0.28567052416609934,00HJyryBykgxYYY868N78W,spotify:track:00HJyryBykgxYYY868N78W,https://api.spotify.com/v1/tracks/00HJyryBykgxYYY868N78W,https://api.spotify.com/v1/audio-analysis/00HJyryBykgxYYY868N78W,234459,3
348,348,The Zen Circus,Andrà tutto bene,20,"['indie rock italiano', 'italian alternative', 'italian indie pop']",march '22,0.5213483146067417,0.7066287686529286,0,-9.935,1,0.04392943618125216,0.6907625771754448,0.14923857868020302,0.08703723927050344,0.1403563613629259,0.4364329475833901,5gASCWiLydrK7UbsGcUs4x,spotify:track:5gASCWiLydrK7UbsGcUs4x,https://api.spotify.com/v1/tracks/5gASCWiLydrK7UbsGcUs4x,https://api.spotify.com/v1/audio-analysis/5gASCWiLydrK7UbsGcUs4x,627453,4
350,350,The Flaming Lips,Fight Test,49,"['alternative rock', 'art rock', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']",🌱,0.4764044943820225,0.9878184955842046,9,-2.386,1,0.06935316499481148,0.04056077515862047,1.796954314720812e-05,0.3098176258599978,0.9030947170990935,0.16418652144315865,0ScgmigVOJr2mFsAtwFQmz,spotify:track:0ScgmigVOJr2mFsAtwFQmz,https://api.spotify.com/v1/tracks/0ScgmigVOJr2mFsAtwFQmz,https://api.spotify.com/v1/audio-analysis/0ScgmigVOJr2mFsAtwFQmz,256720,4
351,351,Cara Calma,Premi sulle ossa,16,"['italian indie pop', 'italian post-hardcore']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.39325842696629215,0.5787229722870774,1,-7.078,1,0.01815980629539951,0.07951665829366183,0.001482233502538071,0.0881292999890794,0.043034281546316555,0.46343771272974815,6xSGHNdcfmko53MHGLYnGc,spotify:track:6xSGHNdcfmko53MHGLYnGc,https://api.spotify.com/v1/tracks/6xSGHNdcfmko53MHGLYnGc,https://api.spotify.com/v1/audio-analysis/6xSGHNdcfmko53MHGLYnGc,334493,4
354,354,Dinosaur Jr.,Feel the Pain,57,"['alternative pop', 'alternative rock', 'blues rock', 'grunge', 'indie rock', 'lo-fi', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock']",september '22,0.3078651685393259,0.8040808039792915,0,-8.355,1,0.048080249048772054,0.0033217621308193374,0.019390862944162434,0.057223981653379934,0.8697509638428675,0.500857726344452,28c4nfBHdb3xviamRCEsIe,spotify:track:28c4nfBHdb3xviamRCEsIe,https://api.spotify.com/v1/tracks/28c4nfBHdb3xviamRCEsIe,https://api.spotify.com/v1/audio-analysis/28c4nfBHdb3xviamRCEsIe,259600,4
355,355,PRXJEK,FACEPLANT,45,"['dark trap', 'emo rap', 'scream rap', 'viral rap']",𝔾𝔸𝕊,0.4483146067415731,0.962440361384631,2,-4.772,1,0.7665167762020063,0.08815120971019162,6.203045685279187e-05,0.39609042262749805,0.1507762842554965,0.4221511232130701,3Mns4Bp3YcGlXGTuGmd0Qd,spotify:track:3Mns4Bp3YcGlXGTuGmd0Qd,https://api.spotify.com/v1/tracks/3Mns4Bp3YcGlXGTuGmd0Qd,https://api.spotify.com/v1/audio-analysis/3Mns4Bp3YcGlXGTuGmd0Qd,110811,4
356,356,Le Endrigo,Questa è la casa,5,"['indie rock italiano', 'italian indie pop', 'italian post-hardcore']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.5393258426966293,0.3584407674347782,10,-12.775,1,0.06433759944655829,0.5903608165181217,3.5025380710659894e-06,0.0743693349350224,0.07992080858601645,0.48966643975493523,2ipeBeGlzyD7VElI22axqd,spotify:track:2ipeBeGlzyD7VElI22axqd,https://api.spotify.com/v1/tracks/2ipeBeGlzyD7VElI22axqd,https://api.spotify.com/v1/audio-analysis/2ipeBeGlzyD7VElI22axqd,343819,4
357,357,Dinosaur Jr.,Start Choppin',50,"['alternative pop', 'alternative rock', 'blues rock', 'grunge', 'indie rock', 'lo-fi', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock']",mancu i cani,0.34494382022471914,0.7543396609481271,2,-7.574,1,0.13697682462815633,0.004124976216077922,0.0008111675126903552,0.04717702304248116,0.5738251536938626,0.3668413886997958,7yThIhNzpgDBIGoL2y1y6u,spotify:track:7yThIhNzpgDBIGoL2y1y6u,https://api.spotify.com/v1/tracks/7yThIhNzpgDBIGoL2y1y6u,https://api.spotify.com/v1/audio-analysis/7yThIhNzpgDBIGoL2y1y6u,340187,4
358,358,Verdena,Le Tue Ossa Nell’Altitudine,17,"['bergamo indie', 'italian alternative', 'italian indie pop']",D҉E҉S҉P҉A҉I҉R҉,0.17528089887640452,0.7096741447568774,9,-7.309,1,0.02853683846419925,0.0033016817786878727,0.25685279187817256,0.032215791197990604,0.1299364384703553,0.9835057862491492,6idw1R8BmafacdQ6qA5fFp,spotify:track:6idw1R8BmafacdQ6qA5fFp,https://api.spotify.com/v1/tracks/6idw1R8BmafacdQ6qA5fFp,https://api.spotify.com/v1/audio-analysis/6idw1R8BmafacdQ6qA5fFp,305640,4
359,359,Gazebo Penguins,Il tram delle 6,17,"['italian alternative', 'italian emo', 'italian indie pop', 'italian post-hardcore']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.2539325842696629,0.7644909146279566,9,-7.657,1,0.06727775856105156,0.00018621514549113711,0.005096446700507614,0.06847220705471224,0.5363134312806086,0.2553710006807352,5kzPzCgQJ8nG2moY50LuFN,spotify:track:5kzPzCgQJ8nG2moY50LuFN,https://api.spotify.com/v1/tracks/5kzPzCgQJ8nG2moY50LuFN,https://api.spotify.com/v1/audio-analysis/5kzPzCgQJ8nG2moY50LuFN,231587,4
361,361,d4vd,Romantic Homicide,93,['bedroom pop'],"𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.5674157303370786,0.5401482083037256,6,-10.613,1,0.010549982704946385,0.4548184396307356,0.00817258883248731,0.32947471879436496,0.2049598832968636,0.5046153846153845,1xK59OXxi2TAAAbmZK0kBL,spotify:track:1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631,4
362,362,Black Sabbath,Heaven and Hell - 2009 Remaster,63,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",𝔾𝔸𝕊,0.30000000000000004,0.4396507968734139,3,-16.343,0,0.0077827741265997855,0.008612934917460265,0.045786802030456854,0.16020530741509229,0.34458685005730955,0.21407079646017696,3HzWxmvpQU3QHQ59zw1X4V,spotify:track:3HzWxmvpQU3QHQ59zw1X4V,https://api.spotify.com/v1/tracks/3HzWxmvpQU3QHQ59zw1X4V,https://api.spotify.com/v1/audio-analysis/3HzWxmvpQU3QHQ59zw1X4V,417840,4
364,364,Thundercat,King Of The Hill,44,['afrofuturism'],december '22,0.5370786516853934,0.45893817886508986,8,-11.273,0,0.015046696644759598,0.7419674751106795,0.7685279187817259,0.08365185104291797,0.1716161300406377,0.16431586113002045,4rnSq8xRLFKhd8Sh7r6h39,spotify:track:4rnSq8xRLFKhd8Sh7r6h39,https://api.spotify.com/v1/tracks/4rnSq8xRLFKhd8Sh7r6h39,https://api.spotify.com/v1/audio-analysis/4rnSq8xRLFKhd8Sh7r6h39,171533,4
366,366,'68,What More Can I Say,30,['atlanta punk'],𝖑𝖆𝖘𝖙 𝖜𝖔𝖗𝖉𝖘,0.40337078651685393,0.6518119987818496,8,-11.398,1,0.06918021445866482,0.2259024253320389,0.20406091370558377,0.0881292999890794,0.3820985724705637,0.3826072157930565,7IUHrcwTOkv82yoHbjTsuT,spotify:track:7IUHrcwTOkv82yoHbjTsuT,https://api.spotify.com/v1/tracks/7IUHrcwTOkv82yoHbjTsuT,https://api.spotify.com/v1/audio-analysis/7IUHrcwTOkv82yoHbjTsuT,242088,4
367,367,Beastie Boys,I Want Some,41,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",march '22,0.1764044943820225,0.9888336209521875,2,-6.291,1,0.11172604635074371,1.4156648252682554e-06,0.731979695431472,0.0578792180845255,0.5175575700739814,0.8020217835262085,1JaEF8ofVVnVPj2UuD2r4N,spotify:track:1JaEF8ofVVnVPj2UuD2r4N,https://api.spotify.com/v1/tracks/1JaEF8ofVVnVPj2UuD2r4N,https://api.spotify.com/v1/audio-analysis/1JaEF8ofVVnVPj2UuD2r4N,120267,4
368,368,Yung Lean,Ginseng Strip 2002,74,"['psychedelic hip hop', 'underground hip hop']",february '22,0.601123595505618,0.7106892701248604,1,-9.433,1,0.03424420615703908,0.08513915689047193,0.0,0.4812711586764224,0.3852245493383349,0.3883321987746767,7v3rmoy5jcn4h5UqwQyCM3,spotify:track:7v3rmoy5jcn4h5UqwQyCM3,https://api.spotify.com/v1/tracks/7v3rmoy5jcn4h5UqwQyCM3,https://api.spotify.com/v1/audio-analysis/7v3rmoy5jcn4h5UqwQyCM3,154000,4
369,369,Weather Report,Palladium,33,"['jazz', 'jazz funk', 'jazz fusion']",bassbassbassbassbass,0.43483146067415734,0.7827631712516496,9,-8.232,1,0.023867173988239364,0.32831222120250847,0.027208121827411166,0.8034290706563285,0.7530478274460768,0.3962219196732471,6I7TNJP6ZqPxGNUBeNiy14,spotify:track:6I7TNJP6ZqPxGNUBeNiy14,https://api.spotify.com/v1/tracks/6I7TNJP6ZqPxGNUBeNiy14,https://api.spotify.com/v1/audio-analysis/6I7TNJP6ZqPxGNUBeNiy14,285960,4
370,370,Belle and Sebastian,A Space Boy Dream,28,"['alternative rock', 'anti-folk', 'art rock', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'melancholia', 'pop rock', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",space cowboy,0.601123595505618,0.4477717998172775,2,-19.44,1,0.10999654098927708,0.6244974151416115,0.7928934010152284,0.08365185104291797,0.18099406064395124,0.2251531654186521,7t6vycmAt1sv71cG8xGcOQ,spotify:track:7t6vycmAt1sv71cG8xGcOQ,https://api.spotify.com/v1/tracks/7t6vycmAt1sv71cG8xGcOQ,https://api.spotify.com/v1/audio-analysis/7t6vycmAt1sv71cG8xGcOQ,181787,4
371,371,Daniel Johnston,True Love Will Find You in the End,52,"['alternative rock', 'anti-folk', 'indie rock', 'lo-fi', 'melancholia', 'outsider', 'singer-songwriter']",dvdvdvd,0.5449438202247192,0.16455182215003553,10,-12.116,0,0.020754064337599444,0.9518071548844848,1.065989847715736e-05,0.0946816643005351,0.12055850786704178,0.41342409802586794,6fEjOPaZoxQl3oha9GDJAN,spotify:track:6fEjOPaZoxQl3oha9GDJAN,https://api.spotify.com/v1/tracks/6fEjOPaZoxQl3oha9GDJAN,https://api.spotify.com/v1/audio-analysis/6fEjOPaZoxQl3oha9GDJAN,111171,4
